,LEA,LEADescription,AdminFirstName,AdminLastName,AdminEmailAddress,ShippingAddress,MailingCity,MailingState,MailingZip,AverageClassSize,AverageYearsTeachingExperience,DistrictAverageSpendingPerPupil,StateAverageSpendingPerPupil,SchoolChoiceTransfers,Expulsions,WeaponsIncidents,StaffAssaults,StudentAssaults,SchoolEnrollment,SchoolChoiceTotal,NumberOfStudentsTestedInGrades9Thru11,NumberOfStudentsTestedInGrade12,AvgReading,AvgEnglish,AvgMath,AvgScience,AvgComposite,NumberOfStudentsTested,CriticalReadingMean,MathMean,WritingMean,NumberOfStudentsTakingAPCourses,NumberOfAPExamsTaken,NumberOfAPExamsScored3OrAbove,NumberOfStudentsTakingIBCourses,OverallCollegeGoingRate,OverallGraduationRate,DropoutRate,CollegeRemediationRate,Rating,OverallPoints,NativeAmericanOrAlaskan,Hispanic,NativeHawaiianOrPacificIslander,BlackAfricanAmerican,TwoOrMoreRaces,White,Asian,EconDisadvantaged,SPED,LEP,Overall Expected Grad,Overall Graduation Rate,Hispanic Overall Grad Rate,Native American Overall Grad Rate,Asian Overall Grad Rate,African American Overall Grad Rate,Hawaiian/Pacific Islander Overall Grad Rate,Caucasian Overall Grad Rate,Two or More Overall Grad Rate,Economic Disadvantage Overall Grad Rate,SPED Overall Grad Rate,LEP Overall Grad Rate,latlongs
200,1605063,Buffalo Is. Central Hs,RANDY,ROSE,randy.rose@bicschools.net,803 W DREW,Monette,AR,72447,9.0,4.0,8843.28,9641.65,0.0,,,,,175.0,0.0,46.0,36.0,21.97,22.33,21.56,21.58,22.08,0.0,RV,RV,RV,16.0,19.0,1.0,,54.3,92.45,1.71,38.89,B,254.0,0.0,14.857142857142,0.0,0.0,1.142857142857,84.0,0.0,50.86,17.142857142857,2.857142857142,53,92.45,100.00,0.00,0.00,0.00,0.00,90.70,0.00,91.30,RV,RV,"(35.8907226, -90.35241479999999)"
201,1608015,Early Childhood Learning Cntr,VIRGINIA,ROUSH,diane.roush@jonesboroschools.net,1307 FLINT STREET,Jonesboro,AR,72401,,11.0,9046.59,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(35.829934, -90.71083159999999)"
202,1608017,Math & Science Magnet School,RICKEY,GREER,rickey.greer@jonesboroschools.net,213 E THOMAS GREEN RD,Jonesboro,AR,72401,19.0,10.0,9046.59,9641.65,1.0,,2.0,,11.0,566.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,204.0,0.176678445229,18.727915194346,0.0,56.007067137809,5.12367491166,19.611307420494,0.35335689045900004,91.7,16.077738515901,11.307420494698999,,,,,,,,,,,,,"(35.8782913, -90.70025919999999)"
203,1608019,Visual & Performing Art Magnet,DALE,CASE,dale.case@jonesboroschools.net,1804 HILLCREST DRIVE,Jonesboro,AR,72401,24.0,12.0,9046.59,9641.65,12.0,9.0,,,28.0,699.0,28.0,,,,,,,,,,,,,,,,,RV,,,C,228.0,0.572246065808,13.018597997138,0.0,35.050071530758,2.861230329041,47.925608011444,0.572246065808,64.09,10.443490701001,5.007153075822,,,,,,,,,,,,,"(35.8225808, -90.688163)"
204,1608020,Health/Wellness Envi Magnet,CYNTHIA,WRIGHT,cynthia.wright@jonesboroschools.net,1001 ROSEMOND AVENUE,Jonesboro,AR,72401,22.0,13.0,9046.59,9641.65,9.0,,4.0,1.0,75.0,638.0,6.0,,,,,,,,,,,,,,,,,RV,,,C,210.0,0.0,13.793103448275001,0.0,44.827586206896,7.366771159874,33.699059561128,0.31347962382399996,87.77,10.815047021943,4.858934169278,,,,,,,,,,,,,"(35.823484, -90.71875)"
205,1608021,International Studies Magnet,JAMES,JACKSON,arthur.jackson@jonesboroschools.net,1218 COBB STREET,Jonesboro,AR,72401,22.0,11.0,9046.59,9641.65,9.0,,,,,478.0,28.0,,,,,,,,,,,,,,,,,RV,,,C,224.0,0.0,9.832635983263,0.0,14.435146443513998,2.7196652719660004,70.92050209205,2.092050209205,35.77,8.577405857739999,3.347280334728,,,,,,,,,,,,,"(35.8314156, -90.70086599999999)"
206,1608022,Microsociety Magnet School,MISTY,DOYLE,misty.doyle@jonesboroschools.net,1110 WEST WASHINGTON AVENUE,Jonesboro,AR,72401,20.0,10.0,9046.59,9641.65,0.0,4.0,3.0,2.0,11.0,545.0,1.0,,,,,,,,,,,,,,,,,RV,,,D,191.0,0.0,10.642201834862,0.0,62.935779816513005,5.137614678899,20.733944954128,0.550458715596,93.58,12.844036697247,4.40366972477,,,,,,,,,,,,,"(35.8388411, -90.71955369999999)"
207,1608023,Annie Camp Jr. High School,WILLIAM,CHEATHAM,william.cheatham@jonesboroschools.net,1814 WEST NETTLETON AVENUE,Jonesboro,AR,72401,16.0,11.0,9046.59,9641.65,1.0,6.0,1.0,1.0,4.0,635.0,5.0,,,,,,,,,,,,,,,,,RV,1.59,,D,204.0,0.15748031496,11.181102362204001,0.0,44.566929133858004,2.204724409448,41.574803149606,0.314960629921,77.17,15.590551181101999,4.409448818897,,,,,,,,,,,,,"(35.83035840000001, -90.7280172)"
208,1608024,Douglas MacArthur Jhs,BRAD,FAUGHT,brad.faught@jonesboroschools.net,1615 WILKINS AV,Jonesboro,AR,72401,16.0,13.0,9046.59,9641.65,17.0,5.0,1.0,,2.0,647.0,24.0,,,,,,,,,,,,,,,,,RV,1.7,,C,215.0,0.309119010819,11.901081916537,0.309119010819,43.12210200927301,0.7727975270469999,43.431221020092,0.154559505409,68.78,14.374034003091,6.6460587326119995,,,,,,,,,,,,,"(35.8248546, -90.6859171)"
209,1608025,Jonesboro High School,,,,,,,0,,,9046.59,9641.65,,,,,,,,,,,,,,,,,,,,,,,,RV,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,"(29.5733996, 106.5903607)"
210,1608026,Kindergarten Center,REBECCA,SHANNON,becky.shannon@jonesboroschools.net,618 W. NETTLETON,Jonesboro,AR,72401,18.0,10.0,9046.59,9641.65,0.0,1.0,,,,531.0,0.0,,,,,,,,,,,,,,,,,RV,,,C,228.0,0.376647834274,13.370998116760001,0.188323917137,46.139359698681,5.461393596986,34.463276836158,0.0,81.54,5.838041431261,5.461393596986,,,,,,,,,,,,,"(35.8294339, -90.71217870000001)"
211,1608703,The Academies At Jonesboro High School,LEIGH,RAINEY,leigh.rainey@jonesboroschools.net,301 HURRICANE DRIVE,Jonesboro,AR,72401,15.0,16.0,9046.59,9641.65,,2.0,,,1.0,,,203.0,225.0,22.29,20.9,21.07,21.42,21.6,5.0,RV,RV,RV,288.0,448.0,193.0,,51.8,91.03,2.39,47.56,C,234.0,0.0,8.890845070422,0.0,44.27816901408399,0.968309859154,44.982394366197006,0.88028169014,63.03,12.323943661970999,4.401408450704,379,91.03,85.29,0.00,RV,88.55,0.00,94.89,RV,89.29,100.00,RV,"(35.8244381, -90.7072486)"
212,1611039,Fox Meadow Elementary,AMY,FLOYD,afloyd@nettletonschools.net,2305 FOX MEADOW LANE,Jonesboro,AR,72404,20.0,11.0,9489.38,9641.65,2.0,,3.0,,1.0,440.0,13.0,,,,,,,,,,,,,,,,,RV,,,C,211.0,0.45454545454499995,5.6818181818180005,0.0,44.545454545454,4.5454545454540005,42.272727272726996,2.5,71.36,10.454545454545,4.318181818180999,,,,,,,,,,,,,"(35.787211, -90.67764299999999)"
213,1611040,University Hgts. Elem. School,KELLI,MURRAY,kmurray@nettletonschools.net,300 BOWLING LANE,Jonesboro,AR,72401,20.0,13.0,9489.38,9641.65,3.0,,2.0,,,433.0,10.0,,,,,,,,,,,,,,,,,RV,,,C,216.0,0.23094688221700002,12.240184757505,0.23094688221700002,32.563510392609,6.235565819861,47.57505773672,0.9237875288680001,70.9,14.780600461893,8.314087759815001,,,,,,,,,,,,,"(35.847203, -90.65359199999999)"
214,1611041,Nettleton Junior High School,GRACE,MCELRATH,gmcelrath@nettletonschools.net,4208 CHIEFTAIN LANE,Jonesboro,AR,72401,16.0,12.0,9489.38,9641.65,16.0,,1.0,,,515.0,18.0,,,,,,,,,,,,,,,,,RV,0.0,,C,219.0,0.0,5.04854368932,0.0,38.058252427184,1.165048543689,54.174757281553,1.553398058252,64.85,13.980582524271,3.689320388349,,,,,,,,,,,,,"(35.8131361, -90.6471433)"
215,1611042,Nettleton High School,BRIAN,CARTER,bcarter@nettletonschools.net,4207 Race Street,Jonesboro,AR,72401,12.0,12.0,9489.38,9641.65,32.0,,,1.0,1.0,876.0,45.0,183.0,165.0,20.75,19.93,19.89,20.35,20.41,3.0,RV,RV,RV,134.0,189.0,43.0,,62.3,92.86,0.57,56.36,B,245.0,0.228310502283,5.821917808219,0.0,33.447488584474,2.7397260273970003,56.278538812784994,1.48401826484,57.08,11.643835616438,2.625570776255,238,92.86,100.00,RV,RV,90.54,0.00,92.70,RV,91.23,95.24,RV,"(35.81060300000001, -90.644684)"
216,1611043,Nettleton Intermediate Center,DEBBIE,BEAN,dbean@nettletonschools.net,3801 VERA STREET,Jonesboro,AR,72401,16.0,10.0,9489.38,9641.65,7.0,,,,3.0,423.0,16.0,,,,,,,,,,,,,,,,,RV,,,C,216.0,0.0,9.929078014184,0.0,36.406619385342005,3.073286052009,49.645390070921,0.9456264775409999,66.19,17.730496453900003,5.200945626477,,,,,,,,,,,,,"(35.8161515, -90.6531715)"
217,1611045,Fox Meadow Intermediate Center,DEBRA,JOHNSON,djohnson@nettletonschools.net,2309 FOX MEADOW LANE,Jonesboro,AR,72404,17.0,14.0,9489.38,9641.65,3.0,,1.0,,,345.0,13.0,,,,,,,,,,,,,,,,,RV,,,C,211.0,0.0,5.5072463768110005,0.0,44.057971014492,1.7391304347819998,46.376811594202,2.31884057971,72.46,19.130434782608,3.478260869565,,,,,,,,,,,,,"(35.7874518, -90.6751427)"
218,1611046,Nettleton Middle School,DANNA,WILLIAMS,dwilliams@nettletonschools.net,2305 PROMISE LANE,Jonesboro,AR,72401,17.0,11.0,9489.38,9641.65,6.0,,,,,232.0,7.0,,,,,,,,,,,,,,,,,RV,,,C,237.0,0.0,6.465517241379,0.0,41.379310344827,3.879310344827,46.982758620689,1.293103448275,66.38,19.396551724137,3.448275862068,,,,,,,,,,,,,"(35.8144563, -90.6538715)"
219,1612047,Valley View Elementary School,PAMELA,CLARK,pam.clark@valleyviewschools.net,5603 KERSEY LANE,Jonesboro,AR,72404,20.0,13.0,7822.81,9641.65,1.0,,1.0,,,634.0,29.0,,,,,,,,,,,,,,,,,RV,,,C,231.0,0.788643533123,4.574132492113,0.0,1.892744479495,0.0,90.536277602523,2.208201892744,29.5,11.98738170347,3.312302839116,,,,,,,,,,,,,"(35.7736416, -90.7370088)"
220,1612048,Valley View High School,ROLAND,POPEJOY,roland.popejoy@valleyviewschools.net,5709 KERSEY LANE,Jonesboro,AR,72404,13.0,14.0,7822.81,9641.65,7.0,,,,,585.0,36.0,247.0,149.0,23.96,23.03,22.55,22.85,23.23,8.0,RV,RV,RV,202.0,231.0,78.0,,72.4,96.11,0.86,30.87,B,268.0,0.34188034188,3.760683760683,0.0,2.051282051282,1.3675213675209998,90.08547008546999,2.393162393162,19.49,5.811965811964999,0.68376068376,180,96.11,RV,0.00,RV,RV,0.00,95.88,RV,96.97,100.00,0.00,"(35.7771632, -90.74039959999999)"
221,1612050,Valley View Intermediate School,SHARON,TAYLOR,sharon.taylor@valleyviewschools.net,2119 VALLEY VIEW DRIVE,Jonesboro,AR,72404,21.0,14.0,7822.81,9641.65,5.0,,,,,846.0,27.0,,,,,,,,,,,,,,,,,RV,,,C,231.0,0.236406619385,2.9550827423159998,0.236406619385,3.073286052009,0.591016548463,89.952718676122,2.9550827423159998,27.66,11.347517730496,1.654846335697,,,,,,,,,,,,,"(35.7776587, -90.7370773)"
222,1612051,Valley View Junior High School,BARRY,JONES,barry.jones@valleyviewschools.net,2118 VALLEY VIEW DRIVE,Jonesboro,AR,72404,16.0,15.0,7822.81,9641.65,1.0,,,,,618.0,8.0,,,,,,,,,,,,,,,,,RV,0.0,,B,249.0,0.161812297734,4.045307443365,0.161812297734,1.9417475728150002,0.323624595469,90.776699029126,2.588996763754,20.71,7.9288025889960005,2.1035598705500003,,,,,,,,,,,,,"(35.7777236, -90.7393838)"
223,1613010,Riverside East Elem. School,BRANDI,WALLACE,brandi.wallace@riverside.k12.ar.us,502 WEST STATE STREET,Caraway,AR,72419,12.0,14.0,9304.22,9641.65,1.0,,,,,178.0,0.0,,,,,,,,,,,,,,,,,RV,,,C,224.0,0.0,8.988764044943,0.0,0.0,0.0,91.011235955056,0.0,72.47,19.101123595504998,0.0,,,,,,,,,,,,,"(35.7587683, -90.3402182)"
224,1613021,Riverside High School,JEFFERY,PRIEST,jeff.priest@riverside.k12.ar.us,2007 HIGHWAY 18,Lake City,AR,72437,12.0,8.0,9304.22,9641.65,4.0,,1.0,,,371.0,6.0,35.0,31.0,20.77,20.19,19.71,21.42,20.71,0.0,RV,RV,RV,58.0,67.0,4.0,,57.4,91.07,2.16,48.39,B,251.0,0.0,4.582210242587,0.0,1.617250673854,0.0,93.800539083557,0.0,61.19,15.633423180592,0.0,56,91.07,RV,0.00,0.00,RV,0.00,90.74,0.00,90.63,90.91,0.00,"(35.8200538, -90.454155)"
225,1613031,Riverside West Elem. School,LEE,HARRELL,lee.harrell@riverside.k12.ar.us,2001 HIGHWAY 18,Lake City,AR,72437,14.0,18.0,9304.22,9641.65,2.0,,,,,253.0,3.0,,,,,,,,,,,,,,,,,RV,,,B,241.0,0.0,4.743083003952,0.0,1.185770750988,0.395256916996,93.675889328063,0.0,68.77,14.229249011857,0.0,,,,,,,,,,,,,"(35.8204302, -90.45413769999999)"
226,1701001,Alma Intermediate School,JAMES,WARNOCK,jwarnock@almasd.net,1220 WEST COLLUM LANE,Alma,AR,72921,24.0,13.0,8664.88,9641.65,0.0,,,,,671.0,57.0,,,,,,,,,,,,,,,,,RV,,,C,212.0,1.192250372578,4.172876304023,0.0,0.894187779433,5.365126676602,88.077496274217,0.29806259314399997,57.08,16.39344262295,0.0,,,,,,,,,,,,,"(35.4925092, -94.2405593)"
227,1701002,Alma High School,JERRY,VALENTINE,jvalentine@almasd.net,101 EAST MAIN,Alma,AR,72921,13.0,14.0,8664.88,9641.65,0.0,1.0,,,,1052.0,95.0,231.0,197.0,22.77,20.98,20.42,22.31,21.77,2.0,RV,RV,RV,157.0,257.0,73.0,,59.5,89.10,2.76,47.72,B,247.0,1.045627376425,2.661596958174,0.19011406844099998,1.5209125475279999,1.330798479087,92.490494296577,0.7604562737639999,49.05,9.410646387832001,0.38022813688199997,266,89.10,RV,RV,RV,RV,0.00,88.80,RV,83.21,100.00,0.00,"(35.4766149, -94.2200022)"
228,1701003,Alma Middle School,BOB,WOLFE,bwolfe@almasd.net,706 HWY. 64 EAST,Alma,AR,72921,17.0,12.0,8664.88,9641.65,0.0,1.0,,1.0,,792.0,67.0,,,,,,,,,,,,,,,,,RV,0.19,,C,220.0,1.0101010101010002,4.419191919191,0.126262626262,1.515151515151,4.671717171717,88.00505050505,0.252525252525,55.43,10.984848484848001,0.126262626262,,,,,,,,,,,,,"(35.4861677, -94.21385370000002)"
229,1701004,Alma Primary School,SHAWN,BULLARD,sbullard@almasd.net,1600 HWY. 64 EAST,Alma,AR,72921,21.0,15.0,8664.88,9641.65,0.0,,,6.0,30.0,706.0,45.0,,,,,,,,,,,,,,,,,RV,,,C,212.0,1.983002832861,4.815864022662,0.0,1.55807365439,4.674220963172,86.96883852691201,0.0,58.07,13.597733711047999,0.14164305949,,,,,,,,,,,,,"(35.4880403, -94.20721909999999)"
230,1702008,Cedarville Elementary School,CATHY,WINN,cwinn@cedarvilleschools.org,9335 ARMER LANE,Cedarville,AR,72932,19.0,12.0,9456.0,9641.65,0.0,,,,,307.0,11.0,,,,,,,,,,,,,,,,,RV,,,C,213.0,3.908794788273,4.885993485342,0.0,0.0,8.794788273615,82.410423452768,0.0,100.0,17.589576547231,0.0,,,,,,,,,,,,,"(35.5742637, -94.3657504)"
231,1702009,Cedarville High School,RANDAL,BETTS,rbetts@cedarvilleschools.org,9500 PIRATES POINT,Cedarville,AR,72932,10.0,10.0,9456.0,9641.65,0.0,,,,3.0,299.0,24.0,83.0,53.0,20.96,19.19,20.09,20.74,20.42,1.0,RV,RV,RV,47.0,51.0,10.0,,43.1,92.54,1.34,56.6,B,250.0,4.682274247491001,5.016722408026,0.0,0.0,3.010033444816,86.622073578595,0.66889632107,100.0,8.361204013377,0.0,67,92.54,RV,RV,0.00,0.00,0.00,91.07,RV,92.31,81.82,0.00,"(35.5714699, -94.36753)"
232,1702010,Cedarville Middle School,JIM,COX,jcox@cedarvilleschools.org,9614 PIRATES POINT,Cedarville,AR,72932,15.0,10.0,9456.0,9641.65,0.0,,,,,265.0,6.0,,,,,,,,,,,,,,,,,RV,0.0,,C,212.0,3.0188679245279997,4.150943396226,0.0,0.7547169811319999,10.188679245283,81.88679245283001,0.0,100.0,14.339622641509,0.0,,,,,,,,,,,,,"(35.5714699, -94.36753)"
233,1703012,Mountainburg Elementary School,MARSHA,CROWDER,marshac@mountainburg.org,129 HWY. 71 SW,Mountainburg,AR,72946,14.0,11.0,10106.26,9641.65,0.0,,3.0,,7.0,231.0,20.0,,,,,,,,,,,,,,,,,RV,,,D,198.0,3.463203463203,2.1645021645019997,0.0,0.0,0.0,94.37229437229401,0.0,80.09,18.614718614718,0.0,,,,,,,,,,,,,"(35.6342723, -94.1686799)"
234,1703013,Mountainburg High School,JASON,RUTHERFORD,jasonr@mountainburg.org,129 HWY. 71 SW,Mountainburg,AR,72946,9.0,10.0,10106.26,9641.65,0.0,,,,1.0,206.0,8.0,27.0,21.0,23.86,22.38,21.19,21.9,22.52,0.0,RV,RV,RV,31.0,43.0,8.0,,54.2,81.08,3.88,42.86,C,217.0,1.9417475728150002,0.0,0.0,0.970873786407,0.0,95.631067961165,1.4563106796110001,63.11,13.592233009708,0.0,37,81.08,0.00,RV,0.00,0.00,0.00,80.56,0.00,70.00,RV,0.00,"(35.6342723, -94.1686799)"
235,1703022,Mountainburg Middle School,PAUL,ROPER,paulr@mountainburg.org,129 HWY. 71 SW,Mountainburg,AR,72946,14.0,16.0,10106.26,9641.65,0.0,,,1.0,1.0,223.0,25.0,,,,,,,,,,,,,,,,,RV,1.64,,D,208.0,4.484304932735,2.242152466367,0.0,0.0,0.0,92.825112107623,0.448430493273,75.78,17.937219730941,0.0,,,,,,,,,,,,,"(35.6342723, -94.1686799)"
236,1704016,Marvin Primary School,TONI,HOPKINS,thopkins@mpvschools.com,1319 N. MAIN ST.,Mulberry,AR,72947,13.0,9.0,11387.91,9641.65,0.0,,1.0,,,164.0,2.0,,,,,,,,,,,,,,,,,RV,,,D,209.0,1.219512195121,0.60975609756,0.0,1.219512195121,0.0,96.951219512195,0.0,83.54,12.804878048780001,0.0,,,,,,,,,,,,,"(35.5153623, -94.0522769)"
237,1704017,Mulberry High School,MELVIN,WILLIAMS,bwilliams@mpvschools.com,203 W. FIFTH ST.,Mulberry,AR,72947,6.0,7.0,11387.91,9641.65,0.0,,,,,84.0,1.0,22.0,19.0,23.58,22.32,20.58,22.58,22.53,0.0,RV,RV,RV,30.0,30.0,1.0,,30.3,92.59,3.57,52.63,C,216.0,0.0,0.0,0.0,0.0,0.0,97.619047619047,2.380952380952,55.95,11.904761904761,0.0,27,92.59,0.00,0.00,0.00,0.00,0.00,92.59,0.00,80.00,RV,0.00,"(35.5005192, -94.05570449999999)"
238,1704018,Pleasant View Junior High,DENNIS,FISHER,dfisher@mpvschools.com,5750 HORNET LN,Mulberry,AR,72947,11.0,10.0,11387.91,9641.65,0.0,,1.0,,1.0,69.0,0.0,,,,,,,,,,,,,,,,,RV,1.45,,C,211.0,4.347826086956,0.0,0.0,1.449275362318,0.0,94.20289855072399,0.0,81.16,14.492753623188,0.0,,,,,,,,,,,,,"(35.5006417, -94.05159189999999)"
239,1704022,Millsap Intermediate School,DENNIS,FISHER,dfisher@mpvschools.com,5750 HORNET LN,Mulberry,AR,72947,12.0,8.0,11387.91,9641.65,0.0,,,,,49.0,0.0,,,,,,,,,,,,,,,,,RV,,,C,215.0,2.04081632653,0.0,0.0,4.081632653061,0.0,93.877551020408,0.0,71.43,18.367346938775,0.0,,,,,,,,,,,,,"(35.5006417, -94.05159189999999)"
240,1705020,City Heights Elementary School,MARY,MCCUTCHEN,mmccutchen@vbsd.us,301 Mt Vista Blvd,Van Buren,AR,72956,13.0,14.0,9020.05,9641.65,0.0,,,,,362.0,5.0,,,,,,,,,,,,,,,,,RV,,,C,231.0,2.2099447513809998,14.364640883977001,0.276243093922,5.801104972375,6.629834254143,69.88950276243,0.828729281767,65.19,13.812154696132,7.458563535911,,,,,,,,,,,,,"(35.4463, -94.3574)"
241,1705022,King Elementary School,CAROLYN,RISLEY,rrisley@vbsd.us,411 North 20th St,Van Buren,AR,72956,16.0,12.0,9020.05,9641.65,0.0,,,,,526.0,7.0,,,,,,,,,,,,,,,,,RV,,,D,203.0,0.38022813688199997,31.178707224334,0.19011406844099998,1.330798479087,6.653992395437,56.273764258555005,3.9923954372619996,81.37,12.167300380228,23.38403041825,,,,,,,,,,,,,"(35.440675, -94.33842299999999)"
242,1705025,Central Elementary School,CINDY,MIZELL,cmizell@vbsd.us,913 North 24th St,Van Buren,AR,72956,17.0,13.0,9020.05,9641.65,0.0,,,,,430.0,9.0,,,,,,,,,,,,,,,,,RV,,,C,221.0,2.790697674418,19.53488372093,0.0,2.325581395348,4.651162790697,69.767441860465,0.930232558139,82.56,13.255813953488,13.023255813953,,,,,,,,,,,,,"(35.446496, -94.33455699999999)"
243,1705026,Butterfield Trail Middle Schoo,KAREN,ENDEL,kendel@vbsd.us,310 North 11th Street,Van Buren,AR,72956,15.0,14.0,9020.05,9641.65,0.0,,1.0,,,676.0,12.0,,,,,,,,,,,,,,,,,RV,0.22,,C,218.0,1.9230769230759999,24.112426035502,0.0,1.9230769230759999,4.881656804733,65.088757396449,2.071005917159,78.85,12.869822485207,14.053254437869,,,,,,,,,,,,,"(35.4396359, -94.3472633)"
244,1705027,Van Buren High School,JOHN,TIPTON,etipton@vbsd.us,2001 Pointer Trail,Van Buren,AR,72956,17.0,15.0,9020.05,9641.65,0.0,,3.0,3.0,10.0,1825.0,57.0,377.0,283.0,21.96,20.68,20.5,21.3,21.28,5.0,RV,RV,RV,507.0,719.0,218.0,,56.5,84.16,3.01,51.41,C,236.0,1.9178082191780002,15.561643835616,0.273972602739,3.123287671232,4.767123287671,71.72602739726,2.6301369863010002,59.01,9.260273972602,4.602739726027,442,84.16,89.33,RV,93.33,RV,0.00,81.27,96.00,81.03,89.66,95.00,"(35.459365, -94.337721)"
245,1705029,James R. Tate Elem. School,ROBERT,CHILDERS,rchilders@vbsd.us,406 Catcher Rd,Van Buren,AR,72956,15.0,15.0,9020.05,9641.65,0.0,,,,2.0,380.0,6.0,,,,,,,,,,,,,,,,,RV,,,D,192.0,1.8421052631569999,13.684210526315,0.0,3.157894736842,1.315789473684,76.578947368421,3.421052631578,79.47,14.210526315789002,13.684210526315,,,,,,,,,,,,,"(35.4291258, -94.2760495)"
246,1705030,Parkview Elementary School,STACIE,WOOD,swood@vbsd.us,619 Parkview St,Van Buren,AR,72956,18.0,13.0,9020.05,9641.65,0.0,,,,,484.0,9.0,,,,,,,,,,,,,,,,,RV,,,D,208.0,2.0661157024790002,8.471074380165,0.206611570247,2.0661157024790002,3.719008264462,81.198347107438,2.2727272727270003,63.02,11.363636363636001,4.1322314049580005,,,,,,,,,,,,,"(35.4477999, -94.3541051)"
247,1705032,Rena Elementary School,JOYCE,SANDERS,jsanders@vbsd.us,720 Rena Rd,Van Buren,AR,72956,16.0,12.0,9020.05,9641.65,0.0,,,,,488.0,16.0,,,,,,,,,,,,,,,,,RV,,,C,211.0,1.434426229508,6.557377049179999,0.0,1.6393442622949999,4.508196721311,79.098360655737,6.762295081966999,58.2,11.680327868852,8.811475409836,,,,,,,,,,,,,"(35.468147, -94.373159)"
248,1705033,Northridge Middle School,LONNIE,MITCHELL,lmitchell@vbsd.us,120 Northridge Dr,Van Buren,AR,72956,18.0,13.0,9020.05,9641.65,0.0,,,,,657.0,27.0,,,,,,,,,,,,,,,,,RV,0.0,,C,221.0,2.7397260273970003,9.893455098934,0.152207001522,1.674277016742,10.502283105022,72.146118721461,2.891933028919,54.34,7.914764079147,3.5007610350069998,,,,,,,,,,,,,"(35.477509, -94.3590924)"
249,1802005,Earle Elementary School,CARLOSS,GUESS,cguess@esd.k12.ar.us,802 BARTON STREET,Earle,AR,72331,17.0,15.0,12706.48,9641.65,0.0,,,,1.0,307.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,194.0,0.0,0.0,0.0,98.37133550488501,0.0,1.6286644951140001,0.0,100.0,7.166123778501,0.0,,,,,,,,,,,,,"(35.2956067, -90.46847810000001)"
250,1802007,Earle High School,JUANITA,BOHANNON,jbohannon  @esd.k12.ar.us,16432 HWY 64,Earle,AR,72331,13.0,9.0,12706.48,9641.65,0.0,,,,,305.0,0.0,27.0,31.0,16.52,13.81,16.03,17.77,16.16,0.0,RV,RV,RV,36.0,35.0,1.0,,45.5,78.33,3.28,93.55,C,221.0,0.0,0.0,0.0,97.70491803278601,0.0,1.967213114754,0.327868852459,100.0,13.770491803278,0.0,60,78.33,0.00,0.00,0.00,77.97,0.00,RV,0.00,83.93,RV,0.00,"(35.2768605, -90.4489025)"
251,1803025,Bragg Elementary School,TERRI D,MCCANN,tmccann@wmsd.net,309 W BARTON,WEST MEMPHIS,AR,72301,17.0,14.0,9792.84,9641.65,0.0,,,,,442.0,64.0,,,,,,,,,,,,,,,,,RV,,,C,225.0,0.0,5.429864253393,0.0,37.104072398190006,3.619909502262,53.846153846153,0.0,100.0,9.276018099547,0.0,,,,,,,,,,,,,"(35.1536913, -90.1910867)"
252,1803026,Faulk Elementary School,JANICE MICHELLE,DONALD,jdonald@wmsd.net,908 VANDERBILT,WEST MEMPHIS,AR,72301,20.0,13.0,9792.84,9641.65,0.0,,,,,575.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,184.0,0.0,0.8695652173909999,0.0,94.26086956521699,0.8695652173909999,4.0,0.0,100.0,10.434782608695,0.0,,,,,,,,,,,,,"(35.1361445, -90.2052453)"
253,1803027,Jackson Elementary School,ANNETTE SUGGS,FRAZIER,afrazier@wmsd.net,2395 S L HENRY STREET,WEST MEMPHIS,AR,72301,17.0,12.0,9792.84,9641.65,0.0,,,,,312.0,1.0,,,,,,,,,,,,,,,,,RV,,,F,173.0,0.0,0.9615384615379999,0.0,98.717948717948,0.0,0.320512820512,0.0,100.0,11.538461538461,0.0,,,,,,,,,,,,,"(35.1424952, -90.1550209)"
254,1803028,Maddux Elementary School,SHERI D,LOWE,slowe@wmsd.net,2100 E BARTON,WEST MEMPHIS,AR,72301,19.0,16.0,9792.84,9641.65,0.0,,,,,506.0,0.0,,,,,,,,,,,,,,,,,RV,,,D,182.0,0.0,0.395256916996,0.0,98.221343873517,0.197628458498,1.185770750988,0.0,100.0,8.498023715415,0.395256916996,,,,,,,,,,,,,"(35.1536089, -90.1592166)"
255,1803029,Richland Elementary School,GWENDOLYN G,LOONEY,glooney@wmsd.net,1011 W BARTON,WEST MEMPHIS,AR,72301,21.0,13.0,9792.84,9641.65,0.0,,,,,567.0,138.0,,,,,,,,,,,,,,,,,RV,,,C,238.0,0.0,2.9982363315689997,0.0,19.576719576719,0.705467372134,76.19047619047599,0.5291005290999999,100.0,5.467372134038,0.352733686067,,,,,,,,,,,,,"(35.15363660000001, -90.2080967)"
